texto_tweet,vader,xlm_roberta,robertuito,bert_multilingual,beto,sentiment_global
"@Superpensiones @chilevision saben que el mes pasado me hicieron el alza @IsapreConsalud .(lo cual no estoy de acuerdo)
He estado en palalelo haciendo los trámites en @CajaLosAndes para poder pasar a @Fonasa .
Pero la @IsapreConsalud me ha tramitado para la desafiliacion. Q’hago",positivo,neutral,negativo,negativo,neutral,neutral
@CajaLosAndes Necesito un crédito social de 15000000 millones para pagar todas mis cuentas y quedar con un solo crédito.,neutral,neutral,neutral,negativo,neutral,neutral
@CajaLosAndes  haciéndole competencia a @tenpocl,neutral,neutral,neutral,positivo,negativo,neutral
@CajaLosAndes @T13 @CHVNoticias @24HorasTVN @ministeriosalud @MintrabChile @sernac la caja no me quiere pagar licencia por diagnostico de covid por no tener 90 dias trabajados a pesar de que compin la autorizo y existe ley de enfermos de covid según indica la página de gobierno,negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes si quieren tambien les mando un pcr! tanto protocolo... mejor que me llame una operadora para solucionar el problema... y de seguro si mando los datos me van a pedir otra vez el rut XD! 
hasta para atender tienen una experiencia de usuario PESIMA!!",positivo,neutral,negativo,negativo,neutral,neutral
"@RominaCanales17 @CajaLosAndes Hola Romina. Cuéntanos, ¿en qué te podemos ayudar?. recuerda que cualquier duda puedes consultar en nuestra web https://t.co/AOJuFgWGsL Buen viernes.",neutral,neutral,neutral,positivo,positivo,neutral
"Por qué la @CajaLosAndes divide el pago de la licencia en 3?

Cómo pueden hacer pasar un mes y medio entre un pago y otro... Hay cuentas que pagar.",neutral,negativo,negativo,negativo,negativo,negativo
"@gabrielboric siguiendo con las estafas de cajalosandes, proceden a afiliarte sin tu consentimiento  y pagar 8 mil mensuales. Despues, si tienes un credito, suman este monto a la amortizacion de manera q uno no se de cuenta.!!",negativo,negativo,negativo,negativo,negativo,negativo
"RT @Sanesmer: @ValdebenitoNata 
11 dias de huelga legal, solo queremos que se respeto nuestro piso mínimo...
Sabemos la realidad actual, po…",positivo,neutral,negativo,negativo,negativo,negativo
@CajaLosAndes hola como se hace para pagar un bono de medicina general en @RedSaludCChC usando el crédito de emergencia? #Valparaiso,neutral,neutral,neutral,negativo,neutral,neutral
"RT @Sanesmer: @ValdebenitoNata 
11 dias de huelga legal, solo queremos que se respeto nuestro piso mínimo...
Sabemos la realidad actual, po…",positivo,neutral,negativo,negativo,negativo,negativo
"PROXIMO PARTIDO!!!⚽️🐾

🏆 Campeonato Femenino #CajaLosAndes

🗓 SÁB 30/04/2022

⌚️ 10:00hrs

🆚 @CDLS_OFICIAL 

🏟 Estadio La Portada

#CDA ⚪🔵
#VamosCDA #VamosPumas #TodosConLaA https://t.co/UnOk2DAnIb",neutral,neutral,neutral,negativo,positivo,neutral
@Cardif_Chile  @CajaLosAndes  1 semana para contestar una simple pregunta de un seguro automotriz! https://t.co/6M8Dskko5z,neutral,neutral,neutral,negativo,neutral,neutral
"Hola @CajaLosAndes les quería solicitar su ayuda!
El año 2021 adquirí un seguro automotriz intermediando por Caja Los Andes en ese momento representada por Cesar Muñoz (que ahora no responde los correos)",negativo,neutral,neutral,negativo,neutral,neutral
"RT @Sanesmer: @ValdebenitoNata 
11 dias de huelga legal, solo queremos que se respeto nuestro piso mínimo...
Sabemos la realidad actual, po…",positivo,neutral,negativo,negativo,negativo,negativo
Cuando pagan el seguro de cesantía señores desde el 2 de Agosto esperando y me tramitan y tramitan @Cardif_Chile …..? @CajaLosAndes,neutral,neutral,negativo,negativo,negativo,negativo
"RT @Sanesmer: @ValdebenitoNata 
11 dias de huelga legal, solo queremos que se respeto nuestro piso mínimo...
Sabemos la realidad actual, po…",positivo,neutral,negativo,negativo,negativo,negativo
@CajaLosAndes Se pusieron de acuerdo con Tenpo,neutral,neutral,neutral,positivo,neutral,neutral
"@CajaLosAndes La app no procesa información. La subí y me dicen que la suba nuevamente para el pago de licencia habrá alguien empatico en esa empresa. Por Dios basta de burocracia si tienen personal que no sirven Chao, necesitamos rapidez. Es la tercera vez que me pasa lo mismo @rodrigosepu",negativo,negativo,negativo,negativo,negativo,negativo
"@Fonasa   Buenos días me podrían ayudar por favor
@CajaLosAndes no quiere pagar mi licencia médica del 8 de agosto.  Ustedes podrían enviarme el documento: 
Formulario Único de recuperación de fondos mal enterados en ISAPRE. 🙏🙏🙏",positivo,neutral,negativo,negativo,neutral,neutral
"@CajaLosAndes contestaron q no me pagaran lic-COVID q tengo &lt; 90 días trabajando, obvio por cesantia. la ley indica 90 días para trab indefinidos y 30 para contrato temporal, mi caso
aun así insisten en no pagarme  la licencia!
el tema lo veré con
@SUSESOChile y renunciaré a esta caja ladrona! https://t.co/Ydh1okXl4S",negativo,negativo,negativo,negativo,negativo,negativo
"RT @Sanesmer: @ValdebenitoNata 
11 dias de huelga legal, solo queremos que se respeto nuestro piso mínimo...
Sabemos la realidad actual, po…",positivo,neutral,negativo,negativo,negativo,negativo
"RT @Sanesmer: @ValdebenitoNata 
11 dias de huelga legal, solo queremos que se respeto nuestro piso mínimo...
Sabemos la realidad actual, po…",positivo,neutral,negativo,negativo,negativo,negativo
"RT @Sanesmer: @ValdebenitoNata 
11 dias de huelga legal, solo queremos que se respeto nuestro piso mínimo...
Sabemos la realidad actual, po…",positivo,neutral,negativo,negativo,negativo,negativo
@CajaLosAndes señores si soy jubilada y optó a un préstamo me incluyen seguro de cesantía?????,neutral,neutral,neutral,negativo,neutral,neutral
"RT @Sanesmer: @ValdebenitoNata 
11 dias de huelga legal, solo queremos que se respeto nuestro piso mínimo...
Sabemos la realidad actual, po…",positivo,neutral,negativo,negativo,negativo,negativo
"RT @Sanesmer: @ValdebenitoNata 
11 dias de huelga legal, solo queremos que se respeto nuestro piso mínimo...
Sabemos la realidad actual, po…",positivo,neutral,negativo,negativo,negativo,negativo
@CajaLosAndes por qué el bono de aniversario de 25 años de matrimonio se da sólo a pensionados? es decir hay que casarse a los 35 (mujer) y 40 (hombres) para pedirlo? Llevamos años con ustedes y no podemos optar porque tenemos 53 y 59. Qué absurdo!!!,negativo,negativo,negativo,negativo,negativo,negativo
"@tenpocl Por como está funcionando @TenpoCL, mejor esperaré la venta de mañana con la @CajaLosAndes al menos obtendré un 10% de descuento 😅

Si sus servidores se han saturado para ""Recibir dinero"" imagínense cómo va a fallar con las transacciones electrónicas al querer comprar 😱😱",neutral,negativo,negativo,negativo,neutral,negativo
@CajaLosAndes Super simple según ustedes no tienen como calcular mi pago porque estuve con crianza protegida y la Suseso dice que ya los instruyó como hacer el cálculo. Entonces ahora debo esperar asi como muchas mamás que se haga el milagro y paguen de una vez por todas las licencias,positivo,neutral,negativo,negativo,negativo,negativo
@CajaLosAndes el 15 de junio se hizo efectiva la compra de cartera por las últimas 2 cuotas que me faltaban por pagar. Se me descontó la cuota de mayo en mi liquidación y me dicen q aún no llega el dinero y este mes me volvieron a descontar la cuota necesito recuperar ese exceso,negativo,negativo,negativo,negativo,neutral,negativo
"@CajaLosAndes 
Putas la atencion mala...
Porqué tu tiempo es valioso y te hacen esperar y esperar, ademas la atencion telefonica no entiendes nada...",negativo,negativo,negativo,negativo,negativo,negativo
"Resulta que todo esté tiempo pensé que estaba pagando el crédito, nopo les estoy pagando intereses, debo repactar pero no sin antes pagar una cuota anticipada de 78lucas, ni el banco te da tan duro 😤😠😮‍💨
@CajaLosAndes son unos USUREROS",negativo,negativo,negativo,negativo,negativo,negativo
RT @aLoisFoutley: @CajaLosAndes habrá alguna posibilidad de pagar  un préstamo por anticipado y que me condonen los intereses? Fui a la caj…,neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes  acá esperando del día miércoles pasado que me paguen mis licencias, han ingresado por llamada dos veces la cuenta del banco porque la app ni la página no funcionan..cuántos días más tengo que esperar?",negativo,negativo,negativo,negativo,negativo,negativo
@selenegray_ @CajaLosAndes El problema es que al parecer el personal de las oficinas está más capacitado en mal trato al público y 0 empatía llevo dos meses esperando para que me llamarán y me dijeran cuál era el problema y más encima me siguen haciendo esperar #cajalosandesunacaca,neutral,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes realmente un asco el tiempo que te hacen esperar para acreditar una carga espere pacientemente los famosos 5 dias y aqui estoy pasando hasta el lunes (6 dia) y si no esta tengo que elevar un requerimiento por la demora de ustedes.. de verdad el colmo de la ineptitud,negativo,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes señores me pueden esplicara cuánto más tiempo debo esperar para que respondan ?? https://t.co/oAojVX7ThM,neutral,neutral,negativo,negativo,neutral,neutral
@CajaLosAndes tengo mi licencia autorizada en compin desde el 14 y aún sin información de la caja. Necesito respuesta pronto! Cómo es que tengo que esperar tanto. Desde el 30 de mayo esperando,negativo,negativo,negativo,negativo,negativo,negativo
Por Dios que da rabia…como nunca Compin aprueba en tiempo record las licencias médicas y la @CajaLosAndes se toma u “Sobre tiempo” para pagar…Cresta que da rabia!!!!!,neutral,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes Les voy a pagar lo justo ni un peso mas @PamJiles #QuintoRetiroUrgente,neutral,neutral,neutral,negativo,neutral,neutral
@CajaLosAndes hola!! ¿Cómo se hace para renunciar a un seguro?,neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes  me envía una carta de embargo por atrasos de cuotas cuando estuvimos en plena pandemia....no pude pagar por razones obvias!! Es legal eso???
@ChileColegio 
@",positivo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes hola, envié un correo a asignacion.familiar@cajalosandes.cl solicitando ingresar carga legal, sin respuesta, favor su apoyo",negativo,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes Hola, por tener mi carnet vencido, aunque está vigente hasta 2033 según Gaceta oficial,no he podido acceder a la App Mi sucursal, necesito saber el estado del pago de mi licencia introducida el 16 Agosto 2022. Mi rut 27214320k. Gracias",neutral,neutral,neutral,negativo,neutral,neutral
@CajaLosAndes quiero funar ejecutiva uno va consultar descuento $$ de un crédito que ya se terminó pagar y termina insultando  gorroneando xq se ve pillada al no saber explicar.. su nombre es Marcela Yevenes y es de la sucursal que está en providencia con Marchant Pereira https://t.co/4VEc30PJOc,negativo,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes a qué virgen o santo se debe rezar para qué puedan responder un mensaje interno? Estaré atento a la fórmula... Saludos!,neutral,neutral,neutral,negativo,neutral,neutral
"Gran concurrencia tuvieron las charlas que realizamos en conjunto con @CajaLosAndes , sobre presupuesto y ahorro familiar, que buscaban concientizar a nuestros colaboradores/as de la relevancia de tener un presupuesto como herramienta de orden de la economía familiar. https://t.co/IpSi1P2Zzr",neutral,positivo,positivo,positivo,positivo,positivo
"Enséñenle a la maleducada que llama de @CajaLosAndes para venderte un seguro, que es bastante desagradable que te corte el teléfono cuando educadamente le agradeces el llamado y le decís que no te interesa.",negativo,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes buenas tardes tengo unos seguro contratados con ustedes pero olvide el numero para poder gestionar los beneficios de esos seguros.... Saludos,neutral,neutral,neutral,neutral,neutral,neutral
"@CajaLosAndes Lo más saludable que podrían hacer es pagar al día las licencias !! App borra datos bancarios para atrasar pago , segundo mes que lo hacen . Desde emitida la licencia aparecía fecha de pago ayer 28 y a mitad de la tarde borran mis datos de transferencia . https://t.co/x67vIcPlfX",neutral,negativo,negativo,negativo,negativo,negativo
"🔜⚽ HOY SE INICIA EL CAMINO A LA GLORIA...

YA ESTÁ AQUÍ EL #FemeninoCajaLosAndes 🆕 

Qué comience la fiesta‼💯 

@CajaLosAndes https://t.co/wRaz1Ju7ve",neutral,positivo,positivo,positivo,positivo,positivo
"@CajaLosAndes no paguen cuando le soliciten hacerlo x medio de transferencia dicen que el pago se vera reflejado entre 48 y 72 horas, pues a mi me indican q debo esperar 336 horas para ver cual sera la resolucion y eso q envie  x correo comprobante de transferencia.",negativo,neutral,neutral,negativo,neutral,neutral
Porque tengo que apelar si siguen rechazas las anteriormente @CajaLosAndes no me pagará las autorizadas por @compin @ministeriosalud @voceriagobierno @GobiernodeChile cuánto más tengo que esperar para tener mi plata y pagar mi tratamiento porque se burlan,negativo,negativo,negativo,negativo,negativo,negativo
"@SUSESOChile estimados, quien fizcaliza a @CajaLosAndes me parece una burla su actuar, mi licencia por cirujia fue aprobada por el compin hace 2 semanas aprox, el 1 de marzo me pagaron un 80% en 1 cuota y la otra aun no se me deposita ¿eso es legal? Como pago las cuentas y vivo?",negativo,negativo,negativo,negativo,neutral,negativo
@CajaLosAndes Quien los entiende. Se trata de pagarles y ofrecen repactar para que todo empiece de cero y deuda sea eterna. En su momento con finiquito en mano según uds no tenía derecho a usar seguro de cesantia. Ahora quiero pagar saldo capital tampoco quieren -------&gt; sigue,negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes Estimados, buen día... existe alguna otra forma de pagar el seguro caja los andes que no sea ir presencial a una agencia? en Quillota nos están mandando a Quilpué a pagar. Que pasa con los adultos mayores o personas con problema de desplazamiento o que viven lejos?",negativo,neutral,negativo,negativo,neutral,negativo
